Producing: JOB ID = 0, Burst Time = 29, Remaining Time = 29, Priority = 8 (jobs produced = 1, jobs in buffer = 1)
Thread 1 restarts and processes: JOB ID = 3, Re-Start Time = 122, Remaining Time = 31, Priority = 4 (jobs removed = 4, jobs in buffer = 1)
Thread 4 removes: JOB ID = 3, Re-Start Time = 45, End Time = 51, Priority = 4 (jobs removed = 5, jobs in buffer = 0)
Producing: JOB ID = 5, Burst Time = 42, Remaining Time = 42, Priority = 5 (jobs produced = 6, jobs in buffer = 1)
Thread 3 processes: JOB ID = 5, Start Time = 4, Remaining Time = 42, Priority = 5 (jobs removed = 5, jobs in buffer = 1)
Thread 3 removes: JOB ID = 5, Re-Start Time = 29, End Time = 46, Priority = 5 (jobs removed = 6, jobs in buffer = 1)
Producing: JOB ID = 6, Burst Time = 6, Remaining Time = 6, Priority = 8 (jobs produced = 7, jobs in buffer = 1)
Producing: JOB ID = 6, Burst Time = 6, Remaining Time = 6, Priority = 8 (jobs produced = 8, jobs in buffer = 2)
Thread 3 processes: JOB ID = 7, Start Time = 46, Remaining Time = 96, Priority = 5 (jobs removed = 6, jobs in buffer = 2)
Producing: JOB ID = 6, Burst Time = 6, Remaining Time = 6, Priority = 8 (jobs produced = 9, jobs in buffer = 3)
Thread 3 processes: JOB ID = 8, Start Time = 71, Remaining Time = 43, Priority = 1 (jobs removed = 6, jobs in buffer = 3)
Thread 3 removes: JOB ID = 8, Re-Start Time = 96, End Time = 114, Priority = 1 (jobs removed = 7, jobs in buffer = 3)
Producing: JOB ID = 6, Burst Time = 6, Remaining Time = 6, Priority = 8 (jobs produced = 10, jobs in buffer = 3)
Producing: JOB ID = 10, Burst Time = 99, Remaining Time = 99, Priority = 9 (jobs produced = 11, jobs in buffer = 4)
Thread 3 processes: JOB ID = 9, Start Time = 114, Remaining Time = 80, Priority = 2 (jobs removed = 7, jobs in buffer = 4)
Producing: JOB ID = 10, Burst Time = 99, Remaining Time = 99, Priority = 9 (jobs produced = 12, jobs in buffer = 5)
Thread 3 restarts and processes: JOB ID = 9, Re-Start Time = 139, Remaining Time = 55, Priority = 2 (jobs removed = 7, jobs in buffer = 5)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 13, jobs in buffer = 6)
Thread 3 restarts and processes: JOB ID = 9, Re-Start Time = 164, Remaining Time = 30, Priority = 2 (jobs removed = 7, jobs in buffer = 6)
Thread 3 removes: JOB ID = 9, Re-Start Time = 189, End Time = 194, Priority = 2 (jobs removed = 8, jobs in buffer = 6)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 14, jobs in buffer = 6)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 15, jobs in buffer = 7)
Thread 3 processes: JOB ID = 14, Start Time = 194, Remaining Time = 92, Priority = 2 (jobs removed = 8, jobs in buffer = 7)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 16, jobs in buffer = 8)
Thread 3 processes: JOB ID = 15, Start Time = 219, Remaining Time = 33, Priority = 1 (jobs removed = 8, jobs in buffer = 8)
Thread 3 removes: JOB ID = 15, Re-Start Time = 244, End Time = 252, Priority = 1 (jobs removed = 9, jobs in buffer = 8)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 17, jobs in buffer = 8)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 18, jobs in buffer = 9)
Thread 3 restarts and processes: JOB ID = 14, Re-Start Time = 252, Remaining Time = 67, Priority = 2 (jobs removed = 9, jobs in buffer = 9)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 19, jobs in buffer = 10)
Thread 3 restarts and processes: JOB ID = 14, Re-Start Time = 277, Remaining Time = 42, Priority = 2 (jobs removed = 9, jobs in buffer = 10)
Thread 3 removes: JOB ID = 14, Re-Start Time = 302, End Time = 319, Priority = 2 (jobs removed = 10, jobs in buffer = 10)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 20, jobs in buffer = 10)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 21, jobs in buffer = 11)
Thread 3 processes: JOB ID = 20, Start Time = 319, Remaining Time = 52, Priority = 1 (jobs removed = 10, jobs in buffer = 11)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 22, jobs in buffer = 12)
Thread 3 restarts and processes: JOB ID = 20, Re-Start Time = 344, Remaining Time = 27, Priority = 1 (jobs removed = 10, jobs in buffer = 12)
Thread 3 removes: JOB ID = 20, Re-Start Time = 369, End Time = 371, Priority = 1 (jobs removed = 11, jobs in buffer = 12)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 23, jobs in buffer = 12)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 24, jobs in buffer = 13)
Thread 3 processes: JOB ID = 21, Start Time = 371, Remaining Time = 82, Priority = 3 (jobs removed = 11, jobs in buffer = 13)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 25, jobs in buffer = 14)
Thread 3 processes: JOB ID = 23, Start Time = 396, Remaining Time = 60, Priority = 3 (jobs removed = 11, jobs in buffer = 14)
Producing: JOB ID = 12, Burst Time = 27, Remaining Time = 27, Priority = 9 (jobs produced = 26, jobs in buffer = 15)
Thread 3 processes: JOB ID = 25, Start Time = 421, Remaining Time = 75, Priority = 2 (jobs removed = 11, jobs in buffer = 15)
Producing: JOB ID = 26, Burst Time = 47, Remaining Time = 47, Priority = 9 (jobs produced = 27, jobs in buffer = 16)
Thread 3 restarts and processes: JOB ID = 25, Re-Start Time = 446, Remaining Time = 50, Priority = 2 (jobs removed = 11, jobs in buffer = 16)
Producing: JOB ID = 26, Burst Time = 47, Remaining Time = 47, Priority = 9 (jobs produced = 28, jobs in buffer = 17)
Thread 3 processes: JOB ID = 27, Start Time = 471, Remaining Time = 63, Priority = 1 (jobs removed = 11, jobs in buffer = 17)
Producing: JOB ID = 26, Burst Time = 47, Remaining Time = 47, Priority = 9 (jobs produced = 29, jobs in buffer = 18)
Thread 3 restarts and processes: JOB ID = 27, Re-Start Time = 496, Remaining Time = 38, Priority = 1 (jobs removed = 11, jobs in buffer = 18)
Thread 3 removes: JOB ID = 27, Re-Start Time = 521, End Time = 534, Priority = 1 (jobs removed = 12, jobs in buffer = 18)
Producing: JOB ID = 26, Burst Time = 47, Remaining Time = 47, Priority = 9 (jobs produced = 30, jobs in buffer = 18)
Thread 3 removes: JOB ID = 30, Re-Start Time = 534, End Time = 550, Priority = 1 (jobs removed = 13, jobs in buffer = 18)
Producing: JOB ID = 26, Burst Time = 47, Remaining Time = 47, Priority = 9 (jobs produced = 31, jobs in buffer = 18)
Thread 3 removes: JOB ID = 25, Re-Start Time = 550, End Time = 575, Priority = 2 (jobs removed = 14, jobs in buffer = 18)
Producing: JOB ID = 26, Burst Time = 47, Remaining Time = 47, Priority = 9 (jobs produced = 32, jobs in buffer = 18)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 33, jobs in buffer = 19)
Thread 3 restarts and processes: JOB ID = 21, Re-Start Time = 575, Remaining Time = 57, Priority = 3 (jobs removed = 14, jobs in buffer = 19)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 34, jobs in buffer = 20)
Thread 3 restarts and processes: JOB ID = 23, Re-Start Time = 600, Remaining Time = 35, Priority = 3 (jobs removed = 14, jobs in buffer = 20)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 35, jobs in buffer = 21)
Thread 3 restarts and processes: JOB ID = 21, Re-Start Time = 625, Remaining Time = 32, Priority = 3 (jobs removed = 14, jobs in buffer = 21)
Thread 3 removes: JOB ID = 35, Re-Start Time = 650, End Time = 651, Priority = 1 (jobs removed = 15, jobs in buffer = 21)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 36, jobs in buffer = 21)
Thread 3 removes: JOB ID = 36, Re-Start Time = 651, End Time = 661, Priority = 1 (jobs removed = 16, jobs in buffer = 21)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 37, jobs in buffer = 21)
Thread 3 removes: JOB ID = 23, Re-Start Time = 661, End Time = 671, Priority = 3 (jobs removed = 17, jobs in buffer = 21)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 38, jobs in buffer = 21)
Thread 3 removes: JOB ID = 34, Re-Start Time = 671, End Time = 676, Priority = 3 (jobs removed = 18, jobs in buffer = 21)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 39, jobs in buffer = 21)
Thread 3 removes: JOB ID = 21, Re-Start Time = 676, End Time = 683, Priority = 3 (jobs removed = 19, jobs in buffer = 21)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 40, jobs in buffer = 21)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 41, jobs in buffer = 22)
Thread 3 processes: JOB ID = 16, Start Time = 683, Remaining Time = 55, Priority = 4 (jobs removed = 19, jobs in buffer = 22)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 42, jobs in buffer = 23)
Thread 3 processes: JOB ID = 17, Start Time = 708, Remaining Time = 96, Priority = 4 (jobs removed = 19, jobs in buffer = 23)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 43, jobs in buffer = 24)
Thread 3 processes: JOB ID = 24, Start Time = 733, Remaining Time = 30, Priority = 4 (jobs removed = 19, jobs in buffer = 24)
Thread 3 removes: JOB ID = 43, Re-Start Time = 758, End Time = 783, Priority = 3 (jobs removed = 20, jobs in buffer = 24)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 44, jobs in buffer = 24)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 45, jobs in buffer = 25)
Thread 3 processes: JOB ID = 44, Start Time = 783, Remaining Time = 81, Priority = 2 (jobs removed = 20, jobs in buffer = 25)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 46, jobs in buffer = 26)
Thread 3 restarts and processes: JOB ID = 44, Re-Start Time = 808, Remaining Time = 56, Priority = 2 (jobs removed = 20, jobs in buffer = 26)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 47, jobs in buffer = 27)
Thread 3 processes: JOB ID = 46, Start Time = 833, Remaining Time = 54, Priority = 1 (jobs removed = 20, jobs in buffer = 27)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 48, jobs in buffer = 28)
Thread 3 restarts and processes: JOB ID = 46, Re-Start Time = 858, Remaining Time = 29, Priority = 1 (jobs removed = 20, jobs in buffer = 28)
Thread 3 removes: JOB ID = 46, Re-Start Time = 883, End Time = 887, Priority = 1 (jobs removed = 21, jobs in buffer = 28)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 49, jobs in buffer = 28)
Thread 3 removes: JOB ID = 48, Re-Start Time = 887, End Time = 904, Priority = 1 (jobs removed = 22, jobs in buffer = 28)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 50, jobs in buffer = 28)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 51, jobs in buffer = 29)
Thread 3 restarts and processes: JOB ID = 44, Re-Start Time = 904, Remaining Time = 31, Priority = 2 (jobs removed = 22, jobs in buffer = 29)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 52, jobs in buffer = 30)
Thread 3 processes: JOB ID = 47, Start Time = 929, Remaining Time = 65, Priority = 2 (jobs removed = 22, jobs in buffer = 30)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 53, jobs in buffer = 31)
Thread 3 processes: JOB ID = 50, Start Time = 954, Remaining Time = 64, Priority = 2 (jobs removed = 22, jobs in buffer = 31)
Thread 3 removes: JOB ID = 44, Re-Start Time = 979, End Time = 985, Priority = 2 (jobs removed = 23, jobs in buffer = 31)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 54, jobs in buffer = 31)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 55, jobs in buffer = 32)
Thread 3 processes: JOB ID = 54, Start Time = 985, Remaining Time = 52, Priority = 1 (jobs removed = 23, jobs in buffer = 32)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 56, jobs in buffer = 33)
Thread 3 restarts and processes: JOB ID = 54, Re-Start Time = 1010, Remaining Time = 27, Priority = 1 (jobs removed = 23, jobs in buffer = 33)
Thread 3 removes: JOB ID = 54, Re-Start Time = 1035, End Time = 1037, Priority = 1 (jobs removed = 24, jobs in buffer = 33)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 57, jobs in buffer = 33)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 58, jobs in buffer = 34)
Thread 3 processes: JOB ID = 51, Start Time = 1037, Remaining Time = 75, Priority = 2 (jobs removed = 24, jobs in buffer = 34)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 59, jobs in buffer = 35)
Thread 3 restarts and processes: JOB ID = 47, Re-Start Time = 1062, Remaining Time = 40, Priority = 2 (jobs removed = 24, jobs in buffer = 35)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 60, jobs in buffer = 36)
Thread 3 restarts and processes: JOB ID = 50, Re-Start Time = 1087, Remaining Time = 39, Priority = 2 (jobs removed = 24, jobs in buffer = 36)
Thread 3 removes: JOB ID = 57, Re-Start Time = 1112, End Time = 1121, Priority = 2 (jobs removed = 25, jobs in buffer = 36)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 61, jobs in buffer = 36)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 62, jobs in buffer = 37)
Thread 3 restarts and processes: JOB ID = 51, Re-Start Time = 1121, Remaining Time = 50, Priority = 2 (jobs removed = 25, jobs in buffer = 37)
Thread 3 removes: JOB ID = 47, Re-Start Time = 1146, End Time = 1161, Priority = 2 (jobs removed = 26, jobs in buffer = 37)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 63, jobs in buffer = 37)
Thread 3 removes: JOB ID = 50, Re-Start Time = 1161, End Time = 1175, Priority = 2 (jobs removed = 27, jobs in buffer = 37)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 64, jobs in buffer = 37)
Thread 3 removes: JOB ID = 51, Re-Start Time = 1175, End Time = 1200, Priority = 2 (jobs removed = 28, jobs in buffer = 37)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 65, jobs in buffer = 37)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 66, jobs in buffer = 38)
Thread 3 processes: JOB ID = 49, Start Time = 1200, Remaining Time = 94, Priority = 3 (jobs removed = 28, jobs in buffer = 38)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 67, jobs in buffer = 39)
Thread 3 processes: JOB ID = 53, Start Time = 1225, Remaining Time = 60, Priority = 3 (jobs removed = 28, jobs in buffer = 39)
Thread 3 removes: JOB ID = 55, Re-Start Time = 1250, End Time = 1267, Priority = 3 (jobs removed = 29, jobs in buffer = 39)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 68, jobs in buffer = 39)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 69, jobs in buffer = 40)
Thread 3 processes: JOB ID = 56, Start Time = 1267, Remaining Time = 44, Priority = 3 (jobs removed = 29, jobs in buffer = 40)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 70, jobs in buffer = 41)
Thread 3 processes: JOB ID = 62, Start Time = 1292, Remaining Time = 88, Priority = 3 (jobs removed = 29, jobs in buffer = 41)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 9 (jobs produced = 71, jobs in buffer = 42)
Thread 3 processes: JOB ID = 63, Start Time = 1317, Remaining Time = 94, Priority = 3 (jobs removed = 29, jobs in buffer = 42)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 72, jobs in buffer = 43)
Thread 3 restarts and processes: JOB ID = 49, Re-Start Time = 1342, Remaining Time = 69, Priority = 3 (jobs removed = 29, jobs in buffer = 43)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 73, jobs in buffer = 44)
Thread 3 restarts and processes: JOB ID = 53, Re-Start Time = 1367, Remaining Time = 35, Priority = 3 (jobs removed = 29, jobs in buffer = 44)
Thread 3 removes: JOB ID = 73, Re-Start Time = 1392, End Time = 1402, Priority = 1 (jobs removed = 30, jobs in buffer = 44)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 74, jobs in buffer = 44)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 75, jobs in buffer = 45)
Thread 3 processes: JOB ID = 68, Start Time = 1402, Remaining Time = 77, Priority = 3 (jobs removed = 30, jobs in buffer = 45)
Thread 3 removes: JOB ID = 56, Re-Start Time = 1427, End Time = 1446, Priority = 3 (jobs removed = 31, jobs in buffer = 45)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 76, jobs in buffer = 45)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 77, jobs in buffer = 46)
Thread 3 processes: JOB ID = 69, Start Time = 1446, Remaining Time = 78, Priority = 3 (jobs removed = 31, jobs in buffer = 46)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 78, jobs in buffer = 47)
Thread 3 processes: JOB ID = 77, Start Time = 1471, Remaining Time = 87, Priority = 2 (jobs removed = 31, jobs in buffer = 47)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 79, jobs in buffer = 48)
Thread 3 restarts and processes: JOB ID = 77, Re-Start Time = 1496, Remaining Time = 62, Priority = 2 (jobs removed = 31, jobs in buffer = 48)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 80, jobs in buffer = 49)
Thread 3 restarts and processes: JOB ID = 77, Re-Start Time = 1521, Remaining Time = 37, Priority = 2 (jobs removed = 31, jobs in buffer = 49)
Thread 3 removes: JOB ID = 77, Re-Start Time = 1546, End Time = 1558, Priority = 2 (jobs removed = 32, jobs in buffer = 49)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 81, jobs in buffer = 49)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 82, jobs in buffer = 50)
Thread 3 restarts and processes: JOB ID = 62, Re-Start Time = 1558, Remaining Time = 63, Priority = 3 (jobs removed = 32, jobs in buffer = 50)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 83, jobs in buffer = 51)
Thread 3 restarts and processes: JOB ID = 63, Re-Start Time = 1583, Remaining Time = 69, Priority = 3 (jobs removed = 32, jobs in buffer = 51)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 84, jobs in buffer = 52)
Thread 3 restarts and processes: JOB ID = 49, Re-Start Time = 1608, Remaining Time = 44, Priority = 3 (jobs removed = 32, jobs in buffer = 52)
Thread 3 removes: JOB ID = 72, Re-Start Time = 1633, End Time = 1655, Priority = 3 (jobs removed = 33, jobs in buffer = 52)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 85, jobs in buffer = 52)
Thread 3 removes: JOB ID = 53, Re-Start Time = 1655, End Time = 1665, Priority = 3 (jobs removed = 34, jobs in buffer = 52)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 86, jobs in buffer = 52)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 87, jobs in buffer = 53)
Thread 3 processes: JOB ID = 74, Start Time = 1665, Remaining Time = 26, Priority = 3 (jobs removed = 34, jobs in buffer = 53)
Thread 3 removes: JOB ID = 87, Re-Start Time = 1690, End Time = 1697, Priority = 1 (jobs removed = 35, jobs in buffer = 53)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 88, jobs in buffer = 53)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 89, jobs in buffer = 54)
Thread 3 restarts and processes: JOB ID = 68, Re-Start Time = 1697, Remaining Time = 52, Priority = 3 (jobs removed = 35, jobs in buffer = 54)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 90, jobs in buffer = 55)
Thread 3 processes: JOB ID = 76, Start Time = 1722, Remaining Time = 52, Priority = 3 (jobs removed = 35, jobs in buffer = 55)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 91, jobs in buffer = 56)
Thread 3 restarts and processes: JOB ID = 69, Re-Start Time = 1747, Remaining Time = 53, Priority = 3 (jobs removed = 35, jobs in buffer = 56)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 92, jobs in buffer = 57)
Thread 3 processes: JOB ID = 91, Start Time = 1772, Remaining Time = 90, Priority = 2 (jobs removed = 35, jobs in buffer = 57)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 93, jobs in buffer = 58)
Thread 3 restarts and processes: JOB ID = 91, Re-Start Time = 1797, Remaining Time = 65, Priority = 2 (jobs removed = 35, jobs in buffer = 58)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 94, jobs in buffer = 59)
Thread 3 restarts and processes: JOB ID = 91, Re-Start Time = 1822, Remaining Time = 40, Priority = 2 (jobs removed = 35, jobs in buffer = 59)
Thread 3 removes: JOB ID = 91, Re-Start Time = 1847, End Time = 1862, Priority = 2 (jobs removed = 36, jobs in buffer = 59)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 95, jobs in buffer = 59)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 96, jobs in buffer = 60)
Thread 3 processes: JOB ID = 95, Start Time = 1862, Remaining Time = 45, Priority = 2 (jobs removed = 36, jobs in buffer = 60)
Thread 3 removes: JOB ID = 95, Re-Start Time = 1887, End Time = 1907, Priority = 2 (jobs removed = 37, jobs in buffer = 60)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 97, jobs in buffer = 60)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 98, jobs in buffer = 61)
Thread 3 processes: JOB ID = 79, Start Time = 1907, Remaining Time = 41, Priority = 3 (jobs removed = 37, jobs in buffer = 61)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 99, jobs in buffer = 62)
Thread 3 restarts and processes: JOB ID = 62, Re-Start Time = 1932, Remaining Time = 38, Priority = 3 (jobs removed = 37, jobs in buffer = 62)
Thread 3 removes: JOB ID = 99, Re-Start Time = 1957, End Time = 1973, Priority = 1 (jobs removed = 38, jobs in buffer = 62)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 100, jobs in buffer = 62)
Thread 3 removes: JOB ID = 100, Re-Start Time = 1973, End Time = 1994, Priority = 2 (jobs removed = 39, jobs in buffer = 62)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 101, jobs in buffer = 62)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 102, jobs in buffer = 63)
Thread 3 restarts and processes: JOB ID = 63, Re-Start Time = 1994, Remaining Time = 44, Priority = 3 (jobs removed = 39, jobs in buffer = 63)
Thread 3 removes: JOB ID = 49, Re-Start Time = 2019, End Time = 2038, Priority = 3 (jobs removed = 40, jobs in buffer = 63)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 103, jobs in buffer = 63)
Thread 3 removes: JOB ID = 74, Re-Start Time = 2038, End Time = 2039, Priority = 3 (jobs removed = 41, jobs in buffer = 63)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 104, jobs in buffer = 63)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60, Priority = 9 (jobs produced = 105, jobs in buffer = 64)
