Producing: JOB ID = 0, Burst Time = 29, Remaining Time = 29 (jobs produced = 1, jobs in buffer = 1)
Producing: JOB ID = 29, Burst Time = 11, Remaining Time = 11 (jobs produced = 30, jobs in buffer = 9)
Producing: JOB ID = 30, Burst Time = 33, Remaining Time = 33 (jobs produced = 31, jobs in buffer = 10)
Producing: JOB ID = 31, Burst Time = 19, Remaining Time = 19 (jobs produced = 32, jobs in buffer = 11)
Producing: JOB ID = 32, Burst Time = 55, Remaining Time = 55 (jobs produced = 33, jobs in buffer = 12)
Producing: JOB ID = 33, Burst Time = 4, Remaining Time = 4 (jobs produced = 34, jobs in buffer = 13)
Producing: JOB ID = 34, Burst Time = 96, Remaining Time = 96 (jobs produced = 35, jobs in buffer = 14)
Producing: JOB ID = 35, Burst Time = 76, Remaining Time = 76 (jobs produced = 36, jobs in buffer = 15)
Producing: JOB ID = 36, Burst Time = 74, Remaining Time = 74 (jobs produced = 37, jobs in buffer = 16)
Producing: JOB ID = 37, Burst Time = 53, Remaining Time = 53 (jobs produced = 38, jobs in buffer = 17)
Producing: JOB ID = 38, Burst Time = 14, Remaining Time = 14 (jobs produced = 39, jobs in buffer = 18)
Producing: JOB ID = 39, Burst Time = 44, Remaining Time = 44 (jobs produced = 40, jobs in buffer = 19)
Producing: JOB ID = 40, Burst Time = 52, Remaining Time = 52 (jobs produced = 41, jobs in buffer = 20)
Producing: JOB ID = 41, Burst Time = 55, Remaining Time = 55 (jobs produced = 42, jobs in buffer = 21)
Producing: JOB ID = 42, Burst Time = 82, Remaining Time = 82 (jobs produced = 43, jobs in buffer = 22)
Producing: JOB ID = 43, Burst Time = 57, Remaining Time = 57 (jobs produced = 44, jobs in buffer = 23)
Producing: JOB ID = 44, Burst Time = 78, Remaining Time = 78 (jobs produced = 45, jobs in buffer = 24)
Producing: JOB ID = 45, Burst Time = 77, Remaining Time = 77 (jobs produced = 46, jobs in buffer = 25)
Producing: JOB ID = 46, Burst Time = 60, Remaining Time = 60 (jobs produced = 47, jobs in buffer = 26)
Producing: JOB ID = 47, Burst Time = 21, Remaining Time = 21 (jobs produced = 48, jobs in buffer = 27)
Producing: JOB ID = 48, Burst Time = 30, Remaining Time = 30 (jobs produced = 49, jobs in buffer = 28)
Producing: JOB ID = 49, Burst Time = 40, Remaining Time = 40 (jobs produced = 50, jobs in buffer = 29)
Producing: JOB ID = 50, Burst Time = 75, Remaining Time = 75 (jobs produced = 51, jobs in buffer = 30)
Producing: JOB ID = 51, Burst Time = 29, Remaining Time = 29 (jobs produced = 52, jobs in buffer = 31)
Producing: JOB ID = 52, Burst Time = 47, Remaining Time = 47 (jobs produced = 53, jobs in buffer = 32)
Producing: JOB ID = 53, Burst Time = 36, Remaining Time = 36 (jobs produced = 54, jobs in buffer = 33)
Producing: JOB ID = 54, Burst Time = 63, Remaining Time = 63 (jobs produced = 55, jobs in buffer = 34)
Thread 2 removes: JOB ID = 21, Burst Time = 9, Start Time = 364 (jobs removed = 22, jobs in buffer = 33)
Thread 4 removes: JOB ID = 22, Burst Time = 61, Start Time = 56 (jobs removed = 23, jobs in buffer = 32)
Thread 2 removes: JOB ID = 23, Burst Time = 34, Start Time = 373 (jobs removed = 24, jobs in buffer = 31)
Thread 4 removes: JOB ID = 24, Burst Time = 27, Start Time = 117 (jobs removed = 25, jobs in buffer = 30)
Thread 2 removes: JOB ID = 25, Burst Time = 18, Start Time = 407 (jobs removed = 26, jobs in buffer = 29)
Thread 4 removes: JOB ID = 26, Burst Time = 45, Start Time = 144 (jobs removed = 27, jobs in buffer = 28)
Thread 2 removes: JOB ID = 27, Burst Time = 77, Start Time = 425 (jobs removed = 28, jobs in buffer = 27)
Thread 4 removes: JOB ID = 28, Burst Time = 92, Start Time = 189 (jobs removed = 29, jobs in buffer = 26)
Thread 2 removes: JOB ID = 29, Burst Time = 11, Start Time = 502 (jobs removed = 30, jobs in buffer = 25)
Thread 4 removes: JOB ID = 30, Burst Time = 33, Start Time = 281 (jobs removed = 31, jobs in buffer = 24)
Thread 2 removes: JOB ID = 31, Burst Time = 19, Start Time = 513 (jobs removed = 32, jobs in buffer = 23)
Thread 4 removes: JOB ID = 32, Burst Time = 55, Start Time = 314 (jobs removed = 33, jobs in buffer = 22)
Thread 2 removes: JOB ID = 33, Burst Time = 4, Start Time = 532 (jobs removed = 34, jobs in buffer = 21)
Thread 4 removes: JOB ID = 34, Burst Time = 96, Start Time = 369 (jobs removed = 35, jobs in buffer = 20)
Thread 2 removes: JOB ID = 35, Burst Time = 76, Start Time = 536 (jobs removed = 36, jobs in buffer = 19)
Thread 4 removes: JOB ID = 36, Burst Time = 74, Start Time = 465 (jobs removed = 37, jobs in buffer = 18)
Thread 2 removes: JOB ID = 37, Burst Time = 53, Start Time = 612 (jobs removed = 38, jobs in buffer = 17)
Thread 4 removes: JOB ID = 38, Burst Time = 14, Start Time = 539 (jobs removed = 39, jobs in buffer = 16)
Thread 2 removes: JOB ID = 39, Burst Time = 44, Start Time = 665 (jobs removed = 40, jobs in buffer = 15)
Thread 4 removes: JOB ID = 40, Burst Time = 52, Start Time = 553 (jobs removed = 41, jobs in buffer = 14)
Thread 2 removes: JOB ID = 41, Burst Time = 55, Start Time = 709 (jobs removed = 42, jobs in buffer = 13)
Thread 4 removes: JOB ID = 42, Burst Time = 82, Start Time = 605 (jobs removed = 43, jobs in buffer = 12)
Thread 2 removes: JOB ID = 43, Burst Time = 57, Start Time = 764 (jobs removed = 44, jobs in buffer = 11)
Thread 4 removes: JOB ID = 44, Burst Time = 78, Start Time = 687 (jobs removed = 45, jobs in buffer = 10)
Thread 2 removes: JOB ID = 45, Burst Time = 77, Start Time = 821 (jobs removed = 46, jobs in buffer = 9)
Thread 4 removes: JOB ID = 46, Burst Time = 60, Start Time = 765 (jobs removed = 47, jobs in buffer = 8)
Thread 2 removes: JOB ID = 47, Burst Time = 21, Start Time = 898 (jobs removed = 48, jobs in buffer = 7)
Thread 4 removes: JOB ID = 48, Burst Time = 30, Start Time = 825 (jobs removed = 49, jobs in buffer = 6)
Thread 2 removes: JOB ID = 49, Burst Time = 40, Start Time = 919 (jobs removed = 50, jobs in buffer = 5)
Thread 4 removes: JOB ID = 50, Burst Time = 75, Start Time = 855 (jobs removed = 51, jobs in buffer = 4)
Thread 2 removes: JOB ID = 51, Burst Time = 29, Start Time = 959 (jobs removed = 52, jobs in buffer = 3)
Thread 4 removes: JOB ID = 52, Burst Time = 47, Start Time = 930 (jobs removed = 53, jobs in buffer = 2)
Thread 2 removes: JOB ID = 53, Burst Time = 36, Start Time = 988 (jobs removed = 54, jobs in buffer = 1)
Thread 4 removes: JOB ID = 54, Burst Time = 63, Start Time = 977 (jobs removed = 55, jobs in buffer = 0)
Producing: JOB ID = 55, Burst Time = 73, Remaining Time = 73 (jobs produced = 56, jobs in buffer = 1)
Producing: JOB ID = 56, Burst Time = 51, Remaining Time = 51 (jobs produced = 57, jobs in buffer = 2)
Producing: JOB ID = 57, Burst Time = 6, Remaining Time = 6 (jobs produced = 58, jobs in buffer = 3)
Producing: JOB ID = 58, Burst Time = 50, Remaining Time = 50 (jobs produced = 59, jobs in buffer = 4)
Producing: JOB ID = 59, Burst Time = 41, Remaining Time = 41 (jobs produced = 60, jobs in buffer = 5)
Producing: JOB ID = 60, Burst Time = 16, Remaining Time = 16 (jobs produced = 61, jobs in buffer = 6)
Producing: JOB ID = 61, Burst Time = 82, Remaining Time = 82 (jobs produced = 62, jobs in buffer = 7)
Producing: JOB ID = 62, Burst Time = 60, Remaining Time = 60 (jobs produced = 63, jobs in buffer = 8)
Producing: JOB ID = 63, Burst Time = 70, Remaining Time = 70 (jobs produced = 64, jobs in buffer = 9)
Producing: JOB ID = 64, Burst Time = 84, Remaining Time = 84 (jobs produced = 65, jobs in buffer = 10)
Producing: JOB ID = 65, Burst Time = 54, Remaining Time = 54 (jobs produced = 66, jobs in buffer = 11)
Producing: JOB ID = 66, Burst Time = 44, Remaining Time = 44 (jobs produced = 67, jobs in buffer = 12)
Producing: JOB ID = 67, Burst Time = 58, Remaining Time = 58 (jobs produced = 68, jobs in buffer = 13)
Producing: JOB ID = 68, Burst Time = 5, Remaining Time = 5 (jobs produced = 69, jobs in buffer = 14)
Thread 1 removes: JOB ID = 55, Burst Time = 73, Start Time = 128 (jobs removed = 56, jobs in buffer = 13)
Thread 1 removes: JOB ID = 56, Burst Time = 51, Start Time = 201 (jobs removed = 57, jobs in buffer = 13)
Producing: JOB ID = 69, Burst Time = 57, Remaining Time = 57 (jobs produced = 70, jobs in buffer = 13)
Thread 2 removes: JOB ID = 57, Burst Time = 6, Start Time = 1024 (jobs removed = 58, jobs in buffer = 12)
Thread 1 removes: JOB ID = 58, Burst Time = 50, Start Time = 252 (jobs removed = 59, jobs in buffer = 11)
Thread 2 removes: JOB ID = 59, Burst Time = 41, Start Time = 1030 (jobs removed = 60, jobs in buffer = 10)
Thread 1 removes: JOB ID = 60, Burst Time = 16, Start Time = 302 (jobs removed = 61, jobs in buffer = 9)
Thread 2 removes: JOB ID = 61, Burst Time = 82, Start Time = 1071 (jobs removed = 62, jobs in buffer = 8)
Thread 1 removes: JOB ID = 62, Burst Time = 60, Start Time = 318 (jobs removed = 63, jobs in buffer = 7)
Thread 2 removes: JOB ID = 63, Burst Time = 70, Start Time = 1153 (jobs removed = 64, jobs in buffer = 6)
Thread 1 removes: JOB ID = 64, Burst Time = 84, Start Time = 378 (jobs removed = 65, jobs in buffer = 5)
Thread 2 removes: JOB ID = 65, Burst Time = 54, Start Time = 1223 (jobs removed = 66, jobs in buffer = 4)
Thread 1 removes: JOB ID = 66, Burst Time = 44, Start Time = 462 (jobs removed = 67, jobs in buffer = 3)
Thread 2 removes: JOB ID = 67, Burst Time = 58, Start Time = 1277 (jobs removed = 68, jobs in buffer = 2)
Thread 1 removes: JOB ID = 68, Burst Time = 5, Start Time = 506 (jobs removed = 69, jobs in buffer = 1)
Thread 2 removes: JOB ID = 69, Burst Time = 57, Start Time = 1335 (jobs removed = 70, jobs in buffer = 0)
Producing: JOB ID = 70, Burst Time = 1, Remaining Time = 1 (jobs produced = 71, jobs in buffer = 1)
Producing: JOB ID = 71, Burst Time = 55, Remaining Time = 55 (jobs produced = 72, jobs in buffer = 2)
Producing: JOB ID = 72, Burst Time = 10, Remaining Time = 10 (jobs produced = 73, jobs in buffer = 3)
Producing: JOB ID = 73, Burst Time = 82, Remaining Time = 82 (jobs produced = 74, jobs in buffer = 4)
Producing: JOB ID = 74, Burst Time = 12, Remaining Time = 12 (jobs produced = 75, jobs in buffer = 5)
Producing: JOB ID = 75, Burst Time = 88, Remaining Time = 88 (jobs produced = 76, jobs in buffer = 6)
Producing: JOB ID = 76, Burst Time = 57, Remaining Time = 57 (jobs produced = 77, jobs in buffer = 7)
Thread 3 removes: JOB ID = 70, Burst Time = 1, Start Time = 490 (jobs removed = 71, jobs in buffer = 6)
Producing: JOB ID = 77, Burst Time = 69, Remaining Time = 69 (jobs produced = 78, jobs in buffer = 7)
Thread 3 removes: JOB ID = 71, Burst Time = 55, Start Time = 491 (jobs removed = 72, jobs in buffer = 6)
Producing: JOB ID = 78, Burst Time = 7, Remaining Time = 7 (jobs produced = 79, jobs in buffer = 7)
Thread 1 removes: JOB ID = 72, Burst Time = 10, Start Time = 511 (jobs removed = 73, jobs in buffer = 6)
Producing: JOB ID = 79, Burst Time = 87, Remaining Time = 87 (jobs produced = 80, jobs in buffer = 7)
Thread 2 removes: JOB ID = 73, Burst Time = 82, Start Time = 1392 (jobs removed = 74, jobs in buffer = 6)
Thread 1 removes: JOB ID = 74, Burst Time = 12, Start Time = 521 (jobs removed = 75, jobs in buffer = 5)
Thread 2 removes: JOB ID = 75, Burst Time = 88, Start Time = 1474 (jobs removed = 76, jobs in buffer = 4)
Thread 1 removes: JOB ID = 76, Burst Time = 57, Start Time = 533 (jobs removed = 77, jobs in buffer = 3)
Thread 2 removes: JOB ID = 77, Burst Time = 69, Start Time = 1562 (jobs removed = 78, jobs in buffer = 2)
Thread 1 removes: JOB ID = 78, Burst Time = 7, Start Time = 590 (jobs removed = 79, jobs in buffer = 1)
Thread 2 removes: JOB ID = 79, Burst Time = 87, Start Time = 1631 (jobs removed = 80, jobs in buffer = 0)
Producing: JOB ID = 80, Burst Time = 8, Remaining Time = 8 (jobs produced = 81, jobs in buffer = 1)
Producing: JOB ID = 81, Burst Time = 79, Remaining Time = 79 (jobs produced = 82, jobs in buffer = 2)
Producing: JOB ID = 82, Burst Time = 16, Remaining Time = 16 (jobs produced = 83, jobs in buffer = 3)
Producing: JOB ID = 83, Burst Time = 54, Remaining Time = 54 (jobs produced = 84, jobs in buffer = 4)
Producing: JOB ID = 84, Burst Time = 15, Remaining Time = 15 (jobs produced = 85, jobs in buffer = 5)
Producing: JOB ID = 85, Burst Time = 76, Remaining Time = 76 (jobs produced = 86, jobs in buffer = 6)
Producing: JOB ID = 86, Burst Time = 25, Remaining Time = 25 (jobs produced = 87, jobs in buffer = 7)
Producing: JOB ID = 87, Burst Time = 66, Remaining Time = 66 (jobs produced = 88, jobs in buffer = 8)
Producing: JOB ID = 88, Burst Time = 81, Remaining Time = 81 (jobs produced = 89, jobs in buffer = 9)
Producing: JOB ID = 89, Burst Time = 74, Remaining Time = 74 (jobs produced = 90, jobs in buffer = 10)
Producing: JOB ID = 90, Burst Time = 7, Remaining Time = 7 (jobs produced = 91, jobs in buffer = 11)
Producing: JOB ID = 91, Burst Time = 97, Remaining Time = 97 (jobs produced = 92, jobs in buffer = 12)
Producing: JOB ID = 92, Burst Time = 54, Remaining Time = 54 (jobs produced = 93, jobs in buffer = 13)
Producing: JOB ID = 93, Burst Time = 64, Remaining Time = 64 (jobs produced = 94, jobs in buffer = 14)
Producing: JOB ID = 94, Burst Time = 65, Remaining Time = 65 (jobs produced = 95, jobs in buffer = 15)
Producing: JOB ID = 95, Burst Time = 38, Remaining Time = 38 (jobs produced = 96, jobs in buffer = 16)
Producing: JOB ID = 96, Burst Time = 17, Remaining Time = 17 (jobs produced = 97, jobs in buffer = 17)
Producing: JOB ID = 97, Burst Time = 10, Remaining Time = 10 (jobs produced = 98, jobs in buffer = 18)
Producing: JOB ID = 98, Burst Time = 94, Remaining Time = 94 (jobs produced = 99, jobs in buffer = 19)
Producing: JOB ID = 99, Burst Time = 21, Remaining Time = 21 (jobs produced = 100, jobs in buffer = 20)
Producing: JOB ID = 100, Burst Time = 64, Remaining Time = 64 (jobs produced = 101, jobs in buffer = 21)
Producing: JOB ID = 101, Burst Time = 92, Remaining Time = 92 (jobs produced = 102, jobs in buffer = 22)
Producing: JOB ID = 102, Burst Time = 75, Remaining Time = 75 (jobs produced = 103, jobs in buffer = 23)
Producing: JOB ID = 103, Burst Time = 74, Remaining Time = 74 (jobs produced = 104, jobs in buffer = 24)
Producing: JOB ID = 104, Burst Time = 72, Remaining Time = 72 (jobs produced = 105, jobs in buffer = 25)
Producing: JOB ID = 105, Burst Time = 85, Remaining Time = 85 (jobs produced = 106, jobs in buffer = 26)
Producing: JOB ID = 106, Burst Time = 60, Remaining Time = 60 (jobs produced = 107, jobs in buffer = 27)
Thread 4 removes: JOB ID = 80, Burst Time = 8, Start Time = 1040 (jobs removed = 81, jobs in buffer = 26)
Thread 4 removes: JOB ID = 81, Burst Time = 79, Start Time = 1048 (jobs removed = 82, jobs in buffer = 25)
Thread 4 removes: JOB ID = 82, Burst Time = 16, Start Time = 1127 (jobs removed = 83, jobs in buffer = 24)
Thread 4 removes: JOB ID = 83, Burst Time = 54, Start Time = 1143 (jobs removed = 84, jobs in buffer = 23)
Thread 4 removes: JOB ID = 84, Burst Time = 15, Start Time = 1197 (jobs removed = 85, jobs in buffer = 22)
Thread 4 removes: JOB ID = 85, Burst Time = 76, Start Time = 1212 (jobs removed = 86, jobs in buffer = 21)
Thread 4 removes: JOB ID = 86, Burst Time = 25, Start Time = 1288 (jobs removed = 87, jobs in buffer = 20)
Thread 4 removes: JOB ID = 87, Burst Time = 66, Start Time = 1313 (jobs removed = 88, jobs in buffer = 19)
Thread 4 removes: JOB ID = 88, Burst Time = 81, Start Time = 1379 (jobs removed = 89, jobs in buffer = 18)
Thread 4 removes: JOB ID = 89, Burst Time = 74, Start Time = 1460 (jobs removed = 90, jobs in buffer = 17)
Thread 4 removes: JOB ID = 90, Burst Time = 7, Start Time = 1534 (jobs removed = 91, jobs in buffer = 16)
Thread 4 removes: JOB ID = 91, Burst Time = 97, Start Time = 1541 (jobs removed = 92, jobs in buffer = 15)
Thread 4 removes: JOB ID = 92, Burst Time = 54, Start Time = 1638 (jobs removed = 93, jobs in buffer = 14)
Thread 4 removes: JOB ID = 93, Burst Time = 64, Start Time = 1692 (jobs removed = 94, jobs in buffer = 13)
Thread 4 removes: JOB ID = 94, Burst Time = 65, Start Time = 1756 (jobs removed = 95, jobs in buffer = 12)
Thread 4 removes: JOB ID = 95, Burst Time = 38, Start Time = 1821 (jobs removed = 96, jobs in buffer = 11)
Thread 4 removes: JOB ID = 96, Burst Time = 17, Start Time = 1859 (jobs removed = 97, jobs in buffer = 10)
Thread 4 removes: JOB ID = 97, Burst Time = 10, Start Time = 1876 (jobs removed = 98, jobs in buffer = 9)
Thread 4 removes: JOB ID = 98, Burst Time = 94, Start Time = 1886 (jobs removed = 99, jobs in buffer = 8)
Thread 4 removes: JOB ID = 99, Burst Time = 21, Start Time = 1980 (jobs removed = 100, jobs in buffer = 7)
Thread 4 removes: JOB ID = 100, Burst Time = 64, Start Time = 2001 (jobs removed = 101, jobs in buffer = 6)
Thread 4 removes: JOB ID = 101, Burst Time = 92, Start Time = 2065 (jobs removed = 102, jobs in buffer = 5)
Thread 4 removes: JOB ID = 102, Burst Time = 75, Start Time = 2157 (jobs removed = 103, jobs in buffer = 4)
Thread 4 removes: JOB ID = 103, Burst Time = 74, Start Time = 2232 (jobs removed = 104, jobs in buffer = 3)
Thread 4 removes: JOB ID = 104, Burst Time = 72, Start Time = 2306 (jobs removed = 105, jobs in buffer = 2)
Thread 4 removes: JOB ID = 105, Burst Time = 85, Start Time = 2378 (jobs removed = 106, jobs in buffer = 1)
Thread 4 removes: JOB ID = 106, Burst Time = 60, Start Time = 2463 (jobs removed = 107, jobs in buffer = 0)
Producing: JOB ID = 107, Burst Time = 30, Remaining Time = 30 (jobs produced = 108, jobs in buffer = 1)
Producing: JOB ID = 108, Burst Time = 52, Remaining Time = 52 (jobs produced = 109, jobs in buffer = 2)
Producing: JOB ID = 109, Burst Time = 64, Remaining Time = 64 (jobs produced = 110, jobs in buffer = 3)
Producing: JOB ID = 110, Burst Time = 17, Remaining Time = 17 (jobs produced = 111, jobs in buffer = 4)
Producing: JOB ID = 111, Burst Time = 57, Remaining Time = 57 (jobs produced = 112, jobs in buffer = 5)
Producing: JOB ID = 112, Burst Time = 44, Remaining Time = 44 (jobs produced = 113, jobs in buffer = 6)
Producing: JOB ID = 113, Burst Time = 30, Remaining Time = 30 (jobs produced = 114, jobs in buffer = 7)
Producing: JOB ID = 114, Burst Time = 9, Remaining Time = 9 (jobs produced = 115, jobs in buffer = 8)
Producing: JOB ID = 115, Burst Time = 56, Remaining Time = 56 (jobs produced = 116, jobs in buffer = 9)
Producing: JOB ID = 116, Burst Time = 7, Remaining Time = 7 (jobs produced = 117, jobs in buffer = 10)
Producing: JOB ID = 117, Burst Time = 33, Remaining Time = 33 (jobs produced = 118, jobs in buffer = 11)
Producing: JOB ID = 118, Burst Time = 20, Remaining Time = 20 (jobs produced = 119, jobs in buffer = 12)
Producing: JOB ID = 119, Burst Time = 87, Remaining Time = 87 (jobs produced = 120, jobs in buffer = 13)
Producing: JOB ID = 120, Burst Time = 5, Remaining Time = 5 (jobs produced = 121, jobs in buffer = 14)
Producing: JOB ID = 121, Burst Time = 25, Remaining Time = 25 (jobs produced = 122, jobs in buffer = 15)
Producing: JOB ID = 122, Burst Time = 82, Remaining Time = 82 (jobs produced = 123, jobs in buffer = 16)
Producing: JOB ID = 123, Burst Time = 59, Remaining Time = 59 (jobs produced = 124, jobs in buffer = 17)
Producing: JOB ID = 124, Burst Time = 88, Remaining Time = 88 (jobs produced = 125, jobs in buffer = 18)
Producing: JOB ID = 125, Burst Time = 48, Remaining Time = 48 (jobs produced = 126, jobs in buffer = 19)
Producing: JOB ID = 126, Burst Time = 94, Remaining Time = 94 (jobs produced = 127, jobs in buffer = 20)
Producing: JOB ID = 127, Burst Time = 3, Remaining Time = 3 (jobs produced = 128, jobs in buffer = 21)
Producing: JOB ID = 128, Burst Time = 55, Remaining Time = 55 (jobs produced = 129, jobs in buffer = 22)
Producing: JOB ID = 129, Burst Time = 86, Remaining Time = 86 (jobs produced = 130, jobs in buffer = 23)
Producing: JOB ID = 130, Burst Time = 22, Remaining Time = 22 (jobs produced = 131, jobs in buffer = 24)
Thread 2 removes: JOB ID = 107, Burst Time = 30, Start Time = 1718 (jobs removed = 108, jobs in buffer = 23)
Thread 3 removes: JOB ID = 108, Burst Time = 52, Start Time = 546 (jobs removed = 109, jobs in buffer = 22)
Thread 2 removes: JOB ID = 109, Burst Time = 64, Start Time = 1748 (jobs removed = 110, jobs in buffer = 21)
Thread 3 removes: JOB ID = 110, Burst Time = 17, Start Time = 598 (jobs removed = 111, jobs in buffer = 20)
Thread 2 removes: JOB ID = 111, Burst Time = 57, Start Time = 1812 (jobs removed = 112, jobs in buffer = 19)
Thread 3 removes: JOB ID = 112, Burst Time = 44, Start Time = 615 (jobs removed = 113, jobs in buffer = 18)
Thread 2 removes: JOB ID = 113, Burst Time = 30, Start Time = 1869 (jobs removed = 114, jobs in buffer = 17)
Thread 3 removes: JOB ID = 114, Burst Time = 9, Start Time = 659 (jobs removed = 115, jobs in buffer = 16)
Thread 2 removes: JOB ID = 115, Burst Time = 56, Start Time = 1899 (jobs removed = 116, jobs in buffer = 15)
Thread 3 removes: JOB ID = 116, Burst Time = 7, Start Time = 668 (jobs removed = 117, jobs in buffer = 14)
Thread 2 removes: JOB ID = 117, Burst Time = 33, Start Time = 1955 (jobs removed = 118, jobs in buffer = 13)
Thread 3 removes: JOB ID = 118, Burst Time = 20, Start Time = 675 (jobs removed = 119, jobs in buffer = 12)
